time,frequency,confidence
12.120,261.282,0.950789
12.140,261.339,0.951244
12.160,261.412,0.954016
12.180,261.378,0.951295
12.200,261.177,0.943722
12.220,261.172,0.946479
12.240,261.236,0.948216
12.260,261.245,0.949621
12.280,261.124,0.946651
12.300,261.150,0.946230
12.320,261.097,0.944909
12.340,261.168,0.944770
12.360,261.171,0.942580
12.380,261.142,0.942349
12.400,261.297,0.949025
12.420,261.252,0.946989
12.440,261.441,0.952628
12.460,261.191,0.949781
12.480,261.124,0.947083
12.500,261.214,0.950405
12.520,261.374,0.955007
12.540,261.190,0.947627
12.560,261.241,0.949847
12.580,261.276,0.951756
12.600,261.312,0.951925
12.620,261.389,0.952436
12.640,261.278,0.948750
12.660,261.222,0.949539
12.680,261.148,0.948255
12.700,261.064,0.946035
12.720,260.704,0.926435
12.740,261.125,0.934731
12.760,261.389,0.942190
12.780,261.313,0.935067
12.800,261.365,0.942581
12.820,267.523,0.529203
12.840,263.062,0.787837
12.860,261.575,0.929990
12.880,260.639,0.904292
12.900,261.472,0.933669
12.920,262.289,0.960660
12.940,261.870,0.957070
12.960,261.180,0.947935
12.980,261.800,0.959136
13.000,262.122,0.960944
13.020,261.291,0.946295
13.040,261.907,0.963275
13.060,262.306,0.964670
13.080,261.244,0.944738
13.100,261.099,0.938735
13.120,261.796,0.962089
13.140,261.350,0.953213
13.160,260.905,0.929565
13.180,261.128,0.944134
13.200,261.576,0.954979
13.220,261.836,0.960679
13.240,261.380,0.949868
13.260,260.716,0.935448
13.280,261.266,0.950254
13.300,261.761,0.961227
13.320,261.913,0.960178
13.340,261.468,0.948992
13.360,261.757,0.959994
13.380,261.576,0.957994
13.400,261.131,0.946030
13.420,261.460,0.952978
13.440,261.370,0.954719
13.460,260.608,0.942309
13.480,260.642,0.884431
13.500,260.630,0.894842
13.520,261.100,0.934361
13.540,260.767,0.908850
13.560,260.964,0.909233
13.580,261.893,0.960366
13.600,261.758,0.959024
13.620,261.395,0.949968
13.640,261.482,0.957823
13.660,262.008,0.964101
13.680,261.531,0.956842
13.700,261.485,0.957306
13.720,262.052,0.963760
13.740,261.846,0.960461
13.760,261.133,0.946327
13.780,261.358,0.952467
13.800,261.223,0.948115
13.820,260.988,0.937157
13.840,261.054,0.939509
13.860,261.212,0.947787
13.880,261.812,0.957656
13.900,261.581,0.955727
13.920,261.069,0.938901
13.940,261.065,0.945631
13.960,261.552,0.957075
13.980,261.833,0.960908
14.000,261.632,0.956862
14.020,261.605,0.957875
14.040,261.496,0.955368
14.060,261.114,0.944655
14.080,261.150,0.945360
14.100,261.473,0.958065
14.120,261.106,0.947704
14.140,260.810,0.920613
14.160,259.341,0.877494
14.180,261.115,0.904237
14.200,260.792,0.921231
14.220,260.207,0.937786
14.240,261.719,0.949350
14.260,261.961,0.959985
14.280,261.583,0.955712
14.300,261.356,0.952114
14.320,261.767,0.962008
14.340,261.824,0.959402
14.360,261.488,0.956067
14.380,261.896,0.962539
14.400,261.958,0.963643
14.420,261.366,0.950465
14.440,261.303,0.949809
14.460,261.529,0.958455
14.480,261.095,0.945190
14.500,260.884,0.934044
14.520,261.244,0.946124
14.540,261.561,0.957324
14.560,261.778,0.958915
14.580,261.058,0.943024
14.600,260.883,0.936669
14.620,261.296,0.951983
14.640,261.909,0.962028
14.660,261.731,0.959890
14.680,261.488,0.954362
14.700,261.724,0.959115
14.720,261.408,0.953721
14.740,261.370,0.953192
14.760,261.281,0.952112
14.780,261.430,0.956267
14.800,260.693,0.936714
14.820,262.463,0.794558
14.840,296.737,0.733464
14.860,295.073,0.912804
14.880,294.590,0.967351
14.900,295.348,0.967323
14.920,295.335,0.970165
14.940,294.073,0.968908
14.960,293.483,0.953801
14.980,293.685,0.962049
15.000,293.972,0.965747
15.020,294.115,0.969999
15.040,293.945,0.967278
15.060,294.095,0.969846
15.080,294.320,0.971376
15.100,293.907,0.960411
15.120,293.340,0.940100
15.140,293.471,0.948418
15.160,293.690,0.962102
15.180,294.293,0.974304
15.200,293.842,0.971823
15.220,293.186,0.954069
15.240,293.605,0.968450
15.260,293.776,0.971084
15.280,293.971,0.972098
15.300,294.302,0.975423
15.320,293.769,0.971927
15.340,293.857,0.970591
15.360,294.150,0.975131
15.380,293.920,0.971412
15.400,293.813,0.970138
15.420,294.016,0.973161
15.440,294.071,0.972574
15.460,294.370,0.974468
15.480,294.846,0.973625
15.500,335.615,0.450082
15.520,331.554,0.901488
15.540,331.148,0.954695
15.560,330.341,0.949503
15.580,330.049,0.946858
15.600,329.465,0.941243
15.620,329.027,0.938591
15.640,329.759,0.952792
15.660,329.742,0.962381
15.680,329.259,0.949323
15.700,329.535,0.954926
15.720,330.324,0.966756
15.740,330.156,0.970020
15.760,329.845,0.959735
15.780,330.199,0.961723
15.800,330.520,0.972698
15.820,329.807,0.965525
15.840,329.001,0.940723
15.860,329.024,0.943547
15.880,329.364,0.961116
15.900,329.663,0.965677
15.920,329.976,0.967628
15.940,330.053,0.972992
15.960,329.703,0.968316
15.980,329.525,0.963253
16.000,330.131,0.973079
16.020,330.033,0.967885
16.040,329.600,0.963236
16.060,329.642,0.965292
16.080,329.564,0.962542
16.100,329.896,0.969920
16.120,329.875,0.969299
16.140,329.905,0.971727
16.160,329.836,0.966396
16.180,329.323,0.956067
16.200,329.134,0.951793
16.220,329.890,0.967064
16.240,330.143,0.974139
16.260,329.666,0.968949
16.280,329.220,0.952106
16.300,329.638,0.961819
16.320,329.945,0.969655
16.340,330.051,0.970984
16.360,330.384,0.967936
16.380,330.354,0.967072
16.400,329.875,0.962941
16.420,329.635,0.957469
16.440,329.624,0.952564
16.460,329.724,0.956790
16.480,329.714,0.961893
16.500,329.859,0.963894
16.520,329.811,0.966537
16.540,329.908,0.964538
16.560,329.961,0.969782
16.580,330.206,0.972718
16.600,330.258,0.969386
16.620,329.909,0.968276
16.640,329.831,0.967202
16.660,330.078,0.966244
16.680,330.528,0.969247
16.700,330.616,0.970526
16.720,330.085,0.963171
16.740,329.757,0.954102
16.760,329.718,0.956152
16.780,330.307,0.962700
16.800,331.498,0.953008
16.820,294.036,0.509250
16.840,295.972,0.739401
16.860,295.823,0.925710
16.880,294.622,0.973718
16.900,295.160,0.968733
16.920,295.584,0.970262
16.940,294.130,0.973275
16.960,293.419,0.960203
16.980,293.882,0.967788
17.000,293.987,0.971445
17.020,294.037,0.972317
17.040,294.038,0.970893
17.060,294.233,0.974382
17.080,294.306,0.974547
17.100,294.127,0.970243
17.120,293.251,0.947111
17.140,293.456,0.956379
17.160,293.779,0.970554
17.180,294.243,0.977794
17.200,293.836,0.972810
17.220,293.308,0.963935
17.240,293.618,0.970884
17.260,293.802,0.971595
17.280,293.931,0.972727
17.300,294.173,0.975063
17.320,293.804,0.973072
17.340,293.970,0.975029
17.360,294.015,0.974514
17.380,293.909,0.974138
17.400,293.888,0.974010
17.420,293.918,0.972423
17.440,294.059,0.973771
17.460,294.286,0.976363
17.480,294.413,0.979241
17.500,293.978,0.976783
17.520,293.726,0.973096
17.540,293.667,0.971605
17.560,293.636,0.969066
17.580,294.025,0.976067
17.600,293.966,0.977026
17.620,294.038,0.977348
17.640,293.856,0.976424
17.660,293.870,0.975513
17.680,294.114,0.979211
17.700,293.828,0.976425
17.720,293.618,0.972911
17.740,293.824,0.975582
17.760,294.007,0.977871
17.780,293.954,0.977705
17.800,293.776,0.975598
17.820,293.665,0.974680
17.840,294.088,0.980046
17.860,294.029,0.979676
17.880,293.938,0.977257
17.900,293.681,0.973685
17.920,293.819,0.975357
17.940,293.794,0.975678
17.960,293.895,0.975570
17.980,293.865,0.976002
18.000,293.930,0.976646
18.020,293.789,0.973739
18.040,293.844,0.973325
18.060,293.674,0.970355
18.080,293.894,0.974393
18.100,293.746,0.973278
18.120,293.957,0.973994
18.140,293.749,0.938553
18.160,262.889,0.515243
18.180,262.244,0.841530
18.200,261.430,0.912465
18.220,260.313,0.936810
18.240,262.028,0.949915
18.260,262.230,0.960540
18.280,261.602,0.954471
18.300,261.258,0.943084
18.320,262.087,0.963722
18.340,261.603,0.952474
18.360,261.392,0.947414
18.380,262.308,0.966061
18.400,261.951,0.961513
18.420,261.241,0.942850
18.440,261.390,0.953732
18.460,261.553,0.958203
18.480,261.200,0.945171
18.500,260.949,0.935595
18.520,261.441,0.950826
18.540,261.676,0.960106
18.560,261.910,0.961231
18.580,261.004,0.941257
18.600,260.823,0.935484
18.620,261.246,0.952559
18.640,261.846,0.959627
18.660,261.901,0.961886
18.680,261.490,0.952906
18.700,261.726,0.956932
18.720,261.350,0.951181
18.740,261.236,0.948654
18.760,261.356,0.955226
18.780,261.222,0.952377
18.800,260.553,0.940217
18.820,261.602,0.743787
18.840,332.545,0.816647
18.860,331.083,0.936705
18.880,330.694,0.962166
18.900,330.370,0.960125
18.920,330.137,0.943226
18.940,329.350,0.934842
18.960,329.436,0.936770
18.980,329.926,0.956487
19.000,329.860,0.952729
19.020,329.462,0.947174
19.040,329.794,0.965062
19.060,330.308,0.965638
19.080,330.406,0.962052
19.100,330.020,0.956385
19.120,330.459,0.964081
19.140,330.189,0.965511
19.160,329.507,0.954242
19.180,328.899,0.926110
19.200,328.758,0.929425
19.220,329.444,0.956337
19.240,329.875,0.967788
19.260,330.069,0.974454
19.280,329.817,0.967735
19.300,329.557,0.956282
19.320,329.739,0.963746
19.340,329.941,0.967182
19.360,329.738,0.963488
19.380,329.659,0.961863
19.400,329.600,0.958610
19.420,329.477,0.955229
19.440,329.773,0.966874
19.460,329.873,0.965106
19.480,328.954,0.930633
19.500,298.514,0.569980
19.520,295.808,0.894898
19.540,294.881,0.962443
19.560,294.851,0.969850
19.580,295.809,0.964711
19.600,294.578,0.972581
19.620,293.482,0.956075
19.640,293.975,0.968600
19.660,293.930,0.970785
19.680,293.994,0.969474
19.700,293.979,0.972157
19.720,294.135,0.974583
19.740,294.211,0.974476
19.760,294.378,0.974633
19.780,293.491,0.957219
19.800,293.333,0.952561
19.820,293.643,0.967252
19.840,294.130,0.975515
19.860,294.029,0.975463
19.880,293.361,0.964011
19.900,293.493,0.966142
19.920,293.875,0.973611
19.940,293.807,0.970850
19.960,294.209,0.975784
19.980,294.094,0.975726
20.000,293.915,0.972468
20.020,293.950,0.973771
20.040,294.193,0.976198
20.060,293.987,0.973801
20.080,294.014,0.973135
20.100,294.079,0.976018
20.120,294.289,0.975905
20.140,294.858,0.976193
20.160,294.029,0.877312
20.180,295.297,0.918691
20.200,295.522,0.959202
20.220,294.584,0.973756
20.240,295.158,0.970501
20.260,294.947,0.973458
20.280,293.567,0.962913
20.300,293.773,0.967950
20.320,294.184,0.975106
20.340,294.022,0.971745
20.360,293.873,0.971439
20.380,294.130,0.974085
20.400,294.099,0.972711
20.420,294.174,0.973655
20.440,293.645,0.964398
20.460,293.365,0.957508
20.480,293.783,0.967836
20.500,293.970,0.973149
20.520,294.232,0.978065
20.540,293.861,0.973645
20.560,293.394,0.965772
20.580,293.768,0.972359
20.600,293.882,0.973707
20.620,294.146,0.974890
20.640,294.168,0.975662
20.660,293.894,0.973159
20.680,293.902,0.973765
20.700,294.047,0.974785
20.720,293.932,0.973489
20.740,293.908,0.973004
20.760,293.967,0.975650
20.780,294.095,0.974907
20.800,294.627,0.978018
20.820,294.281,0.916260
20.840,261.469,0.567011
20.860,262.668,0.896511
20.880,260.353,0.830685
20.900,261.947,0.871345
20.920,263.425,0.933300
20.940,262.216,0.937449
20.960,261.353,0.916744
20.980,262.370,0.948953
21.000,262.324,0.942076
21.020,261.463,0.923824
21.040,262.588,0.951533
21.060,262.383,0.946166
21.080,261.691,0.915699
21.100,261.600,0.932987
21.120,261.699,0.942622
21.140,261.593,0.940794
21.160,261.307,0.939178
21.180,261.287,0.937021
21.200,261.758,0.950094
21.220,261.991,0.963053
21.240,261.375,0.944773
21.260,260.988,0.935654
21.280,261.327,0.951047
21.300,261.681,0.953261
21.320,261.955,0.960634
21.340,261.583,0.954655
21.360,261.622,0.954817
21.380,261.712,0.960346
21.400,261.191,0.948261
21.420,261.455,0.951373
